Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,combined_text
Leg curl,"The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying varieties, but the seated leg curl machine is more common in commercial gyms. Leg curl variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Strength,Hamstrings,Machine,Intermediate,,,"leg curl the leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. it comes in seated and lying varieties, but the seated leg curl machine is more common in commercial gyms. leg curl variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training."
Leg Extension - Gethin Variation,The leg extension is an isolation exercise for the quads.,Strength,Hamstrings,Machine,Intermediate,,,leg extension - gethin variation the leg extension is an isolation exercise for the quads.
Single-leg leg extension-,"The single-leg leg extension is a popular machine-based exercise for the legs, particularly the quadriceps. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training. Performing it one leg a time allows you to focus on the mind-muscle connection of each leg and address muscle imbalances.",Strength,Hamstrings,Machine,Intermediate,,,"single-leg leg extension- the single-leg leg extension is a popular machine-based exercise for the legs, particularly the quadriceps. it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training. performing it one leg a time allows you to focus on the mind-muscle connection of each leg and address muscle imbalances."
Lying Hamstring Curls - Gethin Variation,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Strength,Hamstrings,Machine,Intermediate,,,"lying hamstring curls - gethin variation the lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. it is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training."
AM Seated Hamstring Curl,"The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying varieties, but the seated leg curl machine is more common in commercial gyms. Leg curl variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Strength,Hamstrings,Machine,Intermediate,,,"am seated hamstring curl the leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. it comes in seated and lying varieties, but the seated leg curl machine is more common in commercial gyms. leg curl variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training."
UP Hamstring Curl,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Strength,Hamstrings,Machine,Intermediate,,,"up hamstring curl the lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. it is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training."
30 Legs Leg Extension,,Strength,Hamstrings,Machine,Intermediate,,,30 legs leg extension 
30 Legs Seated Leg Curl,,Strength,Hamstrings,Machine,Intermediate,,,30 legs seated leg curl 
Natural Glute Ham Raise,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD.,Strength,Hamstrings,Body Only,Beginner,9.1,Average,natural glute ham raise the glute ham raise is an exercise targeting the glutes and hamstrings on a ghd.
Standing leg swing,"The standing leg swing is a dynamic stretching exercise that involves moving one leg up in front of you, as if to punt an imaginary football. This is a classic move for warming up the body and stretching the hamstrings.",Stretching,Hamstrings,Body Only,Beginner,8.4,Average,"standing leg swing the standing leg swing is a dynamic stretching exercise that involves moving one leg up in front of you, as if to punt an imaginary football. this is a classic move for warming up the body and stretching the hamstrings."
Linear Acceleration Wall Drill,,Plyometrics,Hamstrings,Body Only,Intermediate,8.3,Average,linear acceleration wall drill 
Knee Tuck Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Plyometrics,Hamstrings,Body Only,Intermediate,8.1,Average,"knee tuck jump the tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. the more explosive you are, the higher you'll be able to jump."
Leg-Up Hamstring Stretch,,Stretching,Hamstrings,Body Only,Intermediate,7.8,Average,leg-up hamstring stretch 
Inchworm,The inchworm is a popular bodyweight exercise that involves “walking” the hands on the floor from a bent-over toe-touch position into a straight-arm plank. It is usually performed as part of a dynamic warm-up to help raise core body temperature and “limber up” the body from head to toe.,Stretching,Hamstrings,Body Only,Beginner,7.5,Average,inchworm the inchworm is a popular bodyweight exercise that involves “walking” the hands on the floor from a bent-over toe-touch position into a straight-arm plank. it is usually performed as part of a dynamic warm-up to help raise core body temperature and “limber up” the body from head to toe.
Moving Claw Series,,Plyometrics,Hamstrings,Body Only,Intermediate,7.3,Average,moving claw series 
Lying groin stretch with band,"The lying groin stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",Stretching,Hamstrings,Body Only,Intermediate,6.7,Average,"lying groin stretch with band the lying groin stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. it is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy."
90/90 Hamstring,,Stretching,Hamstrings,Body Only,Beginner,5.0,Average,90/90 hamstring 
World's greatest stretch,"The world's greatest stretch is a popular movement that earned its name because it targets multiple parts of the body, including the hips, shoulders, and thoracic spine, in a single sequence. This makes it a great dynamic warm-up, post-workout stretch, or mobility work you can do anytime.",Stretching,Hamstrings,Body Only,Intermediate,4.4,Average,"world's greatest stretch the world's greatest stretch is a popular movement that earned its name because it targets multiple parts of the body, including the hips, shoulders, and thoracic spine, in a single sequence. this makes it a great dynamic warm-up, post-workout stretch, or mobility work you can do anytime."
